Issue Type,Issue ID,Parent ID,Summary,Epic Name,Story Points,Priority,Labels,Component,Sprint,Description,Blocked By,Blocked By,Blocked By
Story,1505,1500,Luồng hoàn tiền khi sự kiện bị huỷ,,5,Medium,payment,payment,Sprint 6,"h3. User story
Là khách, tôi muốn được hoàn tiền tự động khi sự kiện bị huỷ.

h3. Bối cảnh
Organizer huỷ sự kiện → toàn bộ vé ISSUED chuyển REFUNDING → REFUNDED.

h3. Phạm vi công việc
* Consumer event.cancelled
* Gọi API hoàn tiền của cổng theo lô, có retry
* Thông báo khách

h3. Tiêu chí nghiệm thu (AC)
# Huỷ sự kiện → toàn bộ vé ISSUED chuyển REFUNDING và được hoàn hết
# Không hoàn trùng khi retry

h3. Phụ thuộc
Cần hoàn thành trước: EVF-71 (Webhook exactly-once: UNIQUE provider_txn_id, xác minh chữ ký, chống replay), EVF-38 (Phát hành vé + QR ký HMAC có jti)

h3. Tham chiếu
Mã backlog: EVF-74

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1502,1309,
Task,1506,1500,Email/SMS xác nhận + đính kèm vé qua notification-svc,,3,High,payment notification,notification,Sprint 5,"h3. Bối cảnh
Khách cần nhận xác nhận thanh toán và vé điện tử ngay sau khi PAID.

h3. Phạm vi công việc
* Consumer order.paid / ticket.issued trong notification-svc
* Template email/SMS tiếng Việt
* Retry khi gửi thất bại

h3. Tiêu chí nghiệm thu (AC)
# Gửi qua notification-svc, retry khi thất bại
# Không gửi trùng khi nhận event lặp

h3. Phụ thuộc
Cần hoàn thành trước: EVF-38 (Phát hành vé + QR ký HMAC có jti)

h3. Tham chiếu
Mã backlog: EVF-75

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1309,,
Epic,1600,,E7 – AI (Gemini),E7 AI,,Highest,ai critical,ai-worker,,"h3. Mục tiêu
Trả lời hàng nghìn câu hỏi/phút trong phòng chờ và hỗ trợ kiểm duyệt, phát hiện bất thường, báo cáo — không bao giờ để lỗi 429 tới người dùng.

h3. Phạm vi
* ai-worker 4 consumer tách biệt
* Limiter RPM+TPM toàn cục, retry/DLQ
* FAQ, cache ngữ nghĩa, singleflight
* Tool-call số liệu thật, suy biến 4 nấc, ngân sách token
* Kiểm duyệt, phát hiện bất thường, báo cáo sau bán
* Chống prompt injection, bộ eval

h3. Tiêu chí hoàn thành epic
# 5.000 câu/phút × 10 phút với hạn mức 60 RPM → gemini_429_total == 0, p95 < 4s, cache hit ≥ 80%
# Gemini sập hoàn toàn → khách vẫn nhận câu trả lời FAQ
# 0/50 payload injection vượt rào

h3. Rủi ro chính
Limiter sai khiến trợ lý chết đúng lúc cần nhất; LLM bịa số gây hiểu lầm cho khách.",,,
Story,1601,1600,Khung ai-worker: FastAPI + 4 consumer RabbitMQ tách biệt,,8,Highest,ai,ai-worker,Sprint 3,"h3. User story
Là nền tảng, tôi muốn job AI nặng không bao giờ làm nghẽn chat của khách.

h3. Bối cảnh
BR-A3: 4 hàng đợi ai.chat.q, ai.moderation.q, ai.anomaly.q, ai.report.q với consumer pool riêng.

h3. Phạm vi công việc
* FastAPI: health, metrics, admin
* 4 consumer với prefetch và số worker riêng
* Cấu hình TTL theo queue (chat 60s)

h3. Tiêu chí nghiệm thu (AC)
# Job report nặng không làm tăng lag của ai.chat.q quá 5s
# Metric ai_queue_lag_seconds theo từng queue

h3. Phụ thuộc
Cần hoàn thành trước: EVF-7 (libs/go/mq: publisher + consumer có retry/DLQ, khai báo topology)

h3. Hiện trạng mã nguồn
Đã có app/main.py, consumers/chat.py.

h3. Tham chiếu
Mã backlog: EVF-80 · BR-A3

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1007,,
Story,1602,1600,"Global token-bucket limiter RPM + TPM trên Redis Lua, đặt chỗ token trước khi gọi",,8,Highest,ai critical scale,ai-worker,Sprint 3,"h3. User story
Là nền tảng, tôi muốn không bao giờ vượt hạn mức Gemini dù chạy nhiều worker song song.

h3. Bối cảnh
Lớp L6: mọi replica dùng chung bucket, tính cả RPM và TPM; ước lượng token và đặt chỗ trước, hoàn phần chênh sau.

h3. Phạm vi công việc
* limiter.lua refill theo thời gian, kiểm cả 2 bucket
* Ước lượng token prompt + max_output_tokens
* Hoàn token chênh lệch sau khi có usage thật
* Thiếu permit → nack + requeue sau wait_ms

h3. Tiêu chí nghiệm thu (AC)
# Bắn 5.000 câu/phút liên tục 10 phút với hạn mức giả 60 RPM → gemini_429_total == 0
# Không job nào mất
# p95 phản hồi < 4s, cache hit ≥ 80%

h3. Phụ thuộc
Cần hoàn thành trước: EVF-80 (Khung ai-worker: FastAPI + 4 consumer RabbitMQ tách biệt)

h3. Hiện trạng mã nguồn
Đã có app/gemini/limiter.py, scripts/limiter.lua.

h3. Tham chiếu
Mã backlog: EVF-81 · docs/02-kien-truc.md L6

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1601,,
Story,1603,1600,Retry backoff qua delay-queue 5s/30s/2m + DLQ,,5,Highest,ai mq,ai-worker,Sprint 3,"h3. User story
Là nền tảng, tôi muốn lỗi tạm thời được tự phục hồi mà không dồn tải vào Gemini.

h3. Bối cảnh
Lớp L7: dead-letter sang ai.retry với các delay-queue; hết 3 lần → ai.dlq.

h3. Phạm vi công việc
* Topology ai.retry + 3 delay-queue
* Phân loại lỗi tạm thời / vĩnh viễn
* Alert khi DLQ có message

h3. Tiêu chí nghiệm thu (AC)
# Lỗi tạm thời tự phục hồi
# Lỗi vĩnh viễn vào DLQ và bắn alert

h3. Phụ thuộc
Cần hoàn thành trước: EVF-80 (Khung ai-worker: FastAPI + 4 consumer RabbitMQ tách biệt)

h3. Tham chiếu
Mã backlog: EVF-82 · docs/02-kien-truc.md L7

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1601,,
Story,1604,1600,Tầng FAQ/intent trả lời 0 token (~50 mẫu),,5,Highest,ai cost,ai-worker,Sprint 3,"h3. User story
Là khách, tôi muốn câu hỏi thường gặp được trả lời tức thì.

h3. Bối cảnh
Lớp L2: phần lớn câu hỏi lặp lại; trả lời bằng template + số liệu thật, không gọi LLM.

h3. Phạm vi công việc
* Intent classifier nhẹ (từ khoá + embedding cục bộ)
* ~50 mẫu FAQ tiếng Việt
* Template chèn số liệu qua tool (BR-A5)

h3. Tiêu chí nghiệm thu (AC)
# ≥ 40% câu hỏi thực tế được giải quyết không gọi LLM
# Phản hồi FAQ < 200 ms

h3. Phụ thuộc
Cần hoàn thành trước: EVF-80 (Khung ai-worker: FastAPI + 4 consumer RabbitMQ tách biệt)

h3. Hiện trạng mã nguồn
Đã có app/pipeline/faq.py.

h3. Tham chiếu
Mã backlog: EVF-83 · BR-A5

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1601,,
Story,1605,1600,"Cache ngữ nghĩa bằng embedding trên Redis, ngưỡng 0.93, scope theo sự kiện",,8,Highest,ai cost scale,ai-worker,Sprint 4,"h3. User story
Là nền tảng, tôi muốn tái sử dụng câu trả lời cho câu hỏi tương tự để tiết kiệm quota.

h3. Bối cảnh
Lớp L3: cosine ≥ 0.93 dùng lại câu trả lời; key có event_id; TTL 15 phút (động) / 24h (tĩnh).

h3. Phạm vi công việc
* Chuẩn hoá câu hỏi, sinh embedding
* Tìm láng giềng gần nhất trên Redis vector
* Phân loại TTL động/tĩnh

h3. Tiêu chí nghiệm thu (AC)
# Cache hit ≥ 80% trong kịch bản phòng chờ
# Không lẫn dữ liệu giữa các sự kiện
# Câu trả lời chứa số liệu động không bị cache quá TTL

h3. Phụ thuộc
Cần hoàn thành trước: EVF-80 (Khung ai-worker: FastAPI + 4 consumer RabbitMQ tách biệt)

h3. Hiện trạng mã nguồn
Đã có app/pipeline/semantic_cache.py.

h3. Tham chiếu
Mã backlog: EVF-84

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1601,,
Story,1606,1600,Singleflight gộp câu hỏi trùng đang in-flight,,3,High,ai cost,ai-worker,Sprint 4,"h3. User story
Là nền tảng, tôi muốn nhiều người hỏi cùng một câu cùng lúc chỉ tốn một lần gọi Gemini.

h3. Bối cảnh
Lớp L4: SET NX trên hash câu hỏi; người đến sau subscribe kết quả của call đang chạy.

h3. Phạm vi công việc
* Khoá theo hash câu hỏi + event_id
* Cơ chế chờ kết quả có timeout
* Xử lý khi call gốc lỗi

h3. Tiêu chí nghiệm thu (AC)
# 1.000 người hỏi cùng câu trong 1s → đúng 1 call Gemini
# Call gốc lỗi → người chờ nhận câu trả lời dự phòng

h3. Phụ thuộc
Cần hoàn thành trước: EVF-84 (Cache ngữ nghĩa bằng embedding trên Redis, ngưỡng 0.93, scope theo sự kiện)

h3. Hiện trạng mã nguồn
Đã có app/pipeline/singleflight.py.

h3. Tham chiếu
Mã backlog: EVF-85

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1605,,
Story,1607,1600,"Tool-call lấy số liệu thật (vị trí, ETA, tình trạng vé) — cấm bịa số",,5,Highest,ai correctness,ai-worker,Sprint 4,"h3. User story
Là khách, tôi muốn thông tin về vị trí và vé do trợ lý đưa ra là chính xác.

h3. Bối cảnh
BR-A5: mọi con số về vị trí/ETA/tồn kho phải lấy qua tool-call vào hệ thống thật. BR-A4: không tiết lộ tồn kho chính xác.

h3. Phạm vi công việc
* Tool get_queue_position, get_eta, get_ticket_availability (dạng khoảng)
* Kiểm tra đầu ra: số không truy nguyên được thì chặn

h3. Tiêu chí nghiệm thu (AC)
# Mọi con số trong câu trả lời truy nguyên được về một truy vấn thật
# Không bao giờ trả tồn kho chính xác

h3. Phụ thuộc
Cần hoàn thành trước: EVF-80 (Khung ai-worker: FastAPI + 4 consumer RabbitMQ tách biệt), EVF-54 (GET /queue/status: rank, ETA, poll_after_ms thích nghi + ETag)

h3. Hiện trạng mã nguồn
Đã có app/pipeline/tools.py.

h3. Tham chiếu
Mã backlog: EVF-86 · BR-A4 · BR-A5

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1601,1405,
Story,1608,1600,4 nấc suy biến NORMAL / SAVING / FAQ_ONLY / OFF + công tắc cho Ops,,5,Highest,ai reliability,ai-worker,Sprint 4,"h3. User story
Là khách, tôi muốn trợ lý vẫn hữu ích kể cả khi AI quá tải hoặc gặp sự cố.

h3. Bối cảnh
Lớp L7: tự chuyển nấc theo queue lag / ngân sách / circuit breaker; Ops có thể ghi đè.

h3. Phạm vi công việc
* Máy trạng thái suy biến với ngưỡng tự động
* API admin cho Ops chuyển nấc
* Phát trạng thái nấc cho frontend

h3. Tiêu chí nghiệm thu (AC)
# Gemini sập hoàn toàn → khách vẫn nhận câu trả lời FAQ, không thấy lỗi
# Queue lag > 30s → SAVING; > 2 phút → FAQ_ONLY

h3. Phụ thuộc
Cần hoàn thành trước: EVF-83 (Tầng FAQ/intent trả lời 0 token (~50 mẫu))

h3. Hiện trạng mã nguồn
Đã có app/pipeline/degradation.py.

h3. Tham chiếu
Mã backlog: EVF-87 · BR-A7 · docs/02-kien-truc.md L7

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1604,,
Story,1609,1600,"Ngân sách token theo sự kiện: cảnh báo 80%, tự khoá 100%",,3,High,ai cost,ai-worker,Sprint 5,"h3. User story
Là Ops, tôi muốn kiểm soát chi phí AI theo từng sự kiện.

h3. Bối cảnh
BR-A6: chạm 80% cảnh báo Ops; chạm 100% tự chuyển FAQ_ONLY.

h3. Phạm vi công việc
* Đếm token thực dùng theo event_id
* Cấu hình ngân sách theo sự kiện
* Alert 80%, chuyển nấc ở 100%

h3. Tiêu chí nghiệm thu (AC)
# Chạm 80% → alert Ops
# Chạy hết ngân sách → tự chuyển FAQ_ONLY và báo Ops

h3. Phụ thuộc
Cần hoàn thành trước: EVF-81 (Global token-bucket limiter RPM + TPM trên Redis Lua, đặt chỗ token trước khi gọi), EVF-87 (4 nấc suy biến NORMAL / SAVING / FAQ_ONLY / OFF + công tắc cho Ops)

h3. Tham chiếu
Mã backlog: EVF-88 · BR-A6

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1602,1608,
Story,1610,1600,"Kiểm duyệt sự kiện: structured JSON output, chấm 4 trục, ngưỡng định tuyến",,8,High,ai moderation,ai-worker,Sprint 4,"h3. User story
Là Moderator, tôi muốn AI lọc trước sự kiện vi phạm để tập trung vào ca khó.

h3. Bối cảnh
BR-E4: 4 trục — nội dung cấm, sai lệch/lừa đảo, bản quyền hình ảnh, thông tin thiếu. ≥ 0.8 AUTO_REJECTED; 0.3–0.8 NEEDS_HUMAN; < 0.3 AUTO_APPROVED.

h3. Phạm vi công việc
* Consumer ai.moderation.q
* Prompt moderation.v2 + schema pydantic
* Bọc dữ liệu Organizer như dữ liệu (BR-A7)
* Gold set 100 mẫu

h3. Tiêu chí nghiệm thu (AC)
# Output luôn đúng schema
# Ngưỡng định tuyến đúng BR-E4
# Có gold set 100 mẫu và báo cáo độ chính xác

h3. Phụ thuộc
Cần hoàn thành trước: EVF-81 (Global token-bucket limiter RPM + TPM trên Redis Lua, đặt chỗ token trước khi gọi)

h3. Tham chiếu
Mã backlog: EVF-89 · BR-E4 · BR-A7

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1602,,
Story,1611,1600,"Phát hiện bất thường: gom cụm thống kê trước, LLM chỉ diễn giải và đề xuất rule",,8,High,ai antibot,ai-worker,Sprint 6,"h3. User story
Là Moderator/Ops, tôi muốn phát hiện kiểu bot mới mà rule hiện tại chưa bắt được.

h3. Bối cảnh
BR-B2: AI không chặn trực tiếp; chỉ phân tích đặc trưng cụm đã tóm tắt và đề xuất rule chờ người duyệt.

h3. Phạm vi công việc
* Cron 30s trong cửa sổ bán: gom cụm thống kê từ log hành vi
* Tóm tắt đặc trưng cụm → prompt anomaly.v1
* Lưu rule đề xuất trạng thái chờ duyệt

h3. Tiêu chí nghiệm thu (AC)
# Không đẩy log thô vào LLM
# Rule đề xuất phải qua người duyệt mới có hiệu lực

h3. Phụ thuộc
Cần hoàn thành trước: EVF-81 (Global token-bucket limiter RPM + TPM trên Redis Lua, đặt chỗ token trước khi gọi), EVF-104 (bot_decisions giải thích được + UI khiếu nại/gỡ chặn)

h3. Tham chiếu
Mã backlog: EVF-90 · BR-B2

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1602,1705,
Story,1612,1600,"Báo cáo sau bán 6 phần: SQL tính số, LLM viết",,8,High,ai reporting,ai-worker,Sprint 6,"h3. User story
Là Ban tổ chức, tôi muốn nhận báo cáo tổng kết đợt mở bán ngay sau khi đóng bán.

h3. Bối cảnh
6 phần: thương mại, phễu, kỹ thuật, gian lận, trải nghiệm, khuyến nghị (docs/01 mục 4). Nguyên tắc: LLM diễn giải, hệ thống tính toán.

h3. Phạm vi công việc
* Truy vấn SQL/analytics cho từng phần
* Prompt report.v2 chỉ nhận số liệu đã tính
* Xuất Markdown + JSON, lưu sale_reports, gửi Organizer & Ops

h3. Tiêu chí nghiệm thu (AC)
# Mọi số liệu do SQL tính; LLM chỉ viết diễn giải
# Báo cáo sinh trong ≤ 10 phút sau khi đóng bán

h3. Phụ thuộc
Cần hoàn thành trước: EVF-81 (Global token-bucket limiter RPM + TPM trên Redis Lua, đặt chỗ token trước khi gọi)

h3. Tham chiếu
Mã backlog: EVF-91 · docs/01-nghiep-vu.md mục 4

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1602,,
Story,1613,1600,Chống prompt injection + lọc đầu ra,,5,Highest,ai security,ai-worker,Sprint 4,"h3. User story
Là nền tảng, tôi muốn người dùng không thể điều khiển trợ lý làm sai chính sách.

h3. Bối cảnh
BR-A7: nội dung người dùng/Organizer luôn bọc trong khối dữ liệu, đánh dấu là dữ liệu không phải chỉ thị. BR-A4: giới hạn phạm vi trả lời.

h3. Phạm vi công việc
* Bọc input trong khối dữ liệu có đánh dấu
* Bộ lọc đầu ra: hứa giữ vé, số không truy nguyên, lộ tồn kho, ngoài phạm vi
* Bộ test 50 payload injection

h3. Tiêu chí nghiệm thu (AC)
# Bộ test 50 payload injection → 0 lần vượt rào
# Câu hỏi ngoài phạm vi được từ chối lịch sự

h3. Phụ thuộc
Cần hoàn thành trước: EVF-80 (Khung ai-worker: FastAPI + 4 consumer RabbitMQ tách biệt)

h3. Tham chiếu
Mã backlog: EVF-92 · BR-A4 · BR-A7

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1601,,
Task,1614,1600,"Bộ eval prompt: gold set 200 câu, chạy khi đổi prompt/model",,5,Medium,ai quality,ai-worker,Sprint 6,"h3. Bối cảnh
Prompt được đánh version; đổi prompt là đổi hành vi hệ thống nên phải được đo như đổi code.

h3. Phạm vi công việc
* Gold set 200 câu (trợ lý + kiểm duyệt)
* Chạy eval trong CI khi thư mục prompts/ hoặc model thay đổi
* Báo cáo delta chất lượng

h3. Tiêu chí nghiệm thu (AC)
# Đổi prompt/model tự động chạy eval và báo cáo delta chất lượng
# Chất lượng giảm quá ngưỡng thì chặn merge

h3. Phụ thuộc
Cần hoàn thành trước: EVF-83 (Tầng FAQ/intent trả lời 0 token (~50 mẫu)), EVF-89 (Kiểm duyệt sự kiện: structured JSON output, chấm 4 trục, ngưỡng định tuyến)

h3. Tham chiếu
Mã backlog: EVF-93

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1604,1610,
Story,1615,1600,"API trợ lý phía user: 202 + job_id, SSE trả kết quả, quota 10 câu / 15 phút",,5,Highest,ai api,ai-worker,Sprint 3,"h3. User story
Là khách trong phòng chờ, tôi muốn hỏi trợ lý và nhận câu trả lời nhanh mà không làm chậm hệ thống.

h3. Bối cảnh
BR-A1: không request nào chờ đồng bộ Gemini. BR-A2: tối đa 10 câu / 15 phút mỗi khách.

h3. Phạm vi công việc
* POST /assistant/messages trả 202 + job_id
* Kết quả qua SSE hoặc GET /assistant/messages/{job_id}
* Quota theo identity; vượt → FAQ + gợi ý CSKH

h3. Tiêu chí nghiệm thu (AC)
# API trả 202 trong < 50 ms, không bao giờ gọi Gemini đồng bộ
# Vượt 10 câu / 15 phút → trả FAQ + gợi ý liên hệ CSKH

h3. Phụ thuộc
Cần hoàn thành trước: EVF-80 (Khung ai-worker: FastAPI + 4 consumer RabbitMQ tách biệt)

h3. Tham chiếu
Mã backlog: EVF-94 · BR-A1 · BR-A2

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1601,,
Epic,1700,,E8 – Anti-bot,E8 Anti-bot,,Highest,antibot,antibot,,"h3. Mục tiêu
Phát hiện và xử lý bot vét vé bằng luật hành vi chạy in-path, giải thích được mọi quyết định.

h3. Phạm vi
* Thu thập tín hiệu client
* Rule engine R1–R7 < 5ms
* Chấm điểm + 4 tầng hành động
* Turnstile, bot_decisions, khiếu nại
* Quy trình duyệt rule do AI đề xuất

h3. Tiêu chí hoàn thành epic
# Bot script mẫu bị chặn ≥ 95%, false positive < 1%
# Rule engine p99 < 5ms
# Mọi quyết định chặn truy ra được danh sách rule đã kích hoạt

h3. Rủi ro chính
False positive cao sẽ chặn nhầm khách thật ngay trong giờ mở bán.",,,
Story,1701,1700,"Thu thập tín hiệu client (nhịp, tương tác, fingerprint) gửi kèm request",,5,Highest,antibot frontend,web,Sprint 4,"h3. User story
Là hệ thống anti-bot, tôi muốn có tín hiệu hành vi từ trình duyệt để phân biệt người và máy.

h3. Bối cảnh
Tín hiệu phục vụ rule R1, R2, R3, R5: nhịp request, thời gian render → click, sự kiện chuột/cuộn/phím, dấu hiệu headless.

h3. Phạm vi công việc
* lib/fingerprint.ts thu tín hiệu
* Đóng gói và ký tín hiệu gửi kèm request join/hold
* Gateway chuyển tín hiệu cho antibot

h3. Tiêu chí nghiệm thu (AC)
# Tín hiệu được ký để chống giả mạo phía client
# Thu thập không làm chậm trang quá 10 ms

h3. Phụ thuộc
Cần hoàn thành trước: EVF-13 (Đăng ký device fingerprint, liên kết identity ↔ device)

h3. Tham chiếu
Mã backlog: EVF-100

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1104,,
Story,1702,1700,Rule engine R1–R7 chạy in-path < 5 ms,,8,Highest,antibot critical,antibot,Sprint 4,"h3. User story
Là nền tảng, tôi muốn đánh giá bot ngay trên đường request mà không làm chậm khách thật.

h3. Bối cảnh
7 rule theo docs/01 mục 2.5, dữ liệu đếm trên Redis.

h3. Phạm vi công việc
* Hiện thực R1–R7
* Bộ đếm cửa sổ trượt trên Redis
* Cấu hình ngưỡng bật/tắt từng rule không cần deploy

h3. Tiêu chí nghiệm thu (AC)
# Benchmark p99 < 5 ms
# Mỗi rule có unit test riêng

h3. Phụ thuộc
Cần hoàn thành trước: EVF-100 (Thu thập tín hiệu client (nhịp, tương tác, fingerprint) gửi kèm request)

h3. Tham chiếu
Mã backlog: EVF-101 · docs/01-nghiep-vu.md mục 2.5

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1701,,
Story,1703,1700,Chấm điểm rủi ro + 4 tầng hành động (qua / thử thách / làn chậm / chặn),,5,Highest,antibot,antibot,Sprint 4,"h3. User story
Là nền tảng, tôi muốn xử lý bot theo mức độ nghi ngờ thay vì chặn cứng.

h3. Bối cảnh
Điểm 0..1: < 0.30 qua; 0.30–0.60 thử thách; 0.60–0.85 làn chậm (không báo cho bot); > 0.85 chặn + vô hiệu token.

h3. Phạm vi công việc
* Tổng hợp điểm từ các rule
* Thực thi 4 tầng hành động ở gateway/waitingroom
* Làn chậm: vẫn xếp hàng nhưng ưu tiên thấp

h3. Tiêu chí nghiệm thu (AC)
# Bot script mẫu bị chặn ≥ 95%
# False positive trên traffic thật < 1%
# Bot ở làn chậm không nhận tín hiệu nào cho thấy bị phát hiện

h3. Phụ thuộc
Cần hoàn thành trước: EVF-101 (Rule engine R1–R7 chạy in-path < 5 ms)

h3. Tham chiếu
Mã backlog: EVF-102

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1702,,
Story,1704,1700,Tích hợp Turnstile ở bước join và bước thử thách nâng cao,,3,High,antibot,antibot,Sprint 4,"h3. User story
Là khách bị nghi ngờ, tôi muốn chứng minh mình là người thật để tiếp tục xếp hàng.

h3. Bối cảnh
Tầng thử thách (0.30–0.60) dùng Turnstile hoặc OTP lại.

h3. Phạm vi công việc
* Widget Turnstile ở frontend
* Verify token phía server
* Luồng thử thách nâng cao

h3. Tiêu chí nghiệm thu (AC)
# Token Turnstile được verify phía server, không tin client
# Vượt thử thách → được đi tiếp đúng vị trí

h3. Phụ thuộc
Cần hoàn thành trước: EVF-102 (Chấm điểm rủi ro + 4 tầng hành động (qua / thử thách / làn chậm / chặn))

h3. Tham chiếu
Mã backlog: EVF-103

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1703,,
Story,1705,1700,bot_decisions giải thích được + UI khiếu nại/gỡ chặn,,5,High,antibot ops,antibot,Sprint 4,"h3. User story
Là khách bị chặn nhầm, tôi muốn khiếu nại và được gỡ chặn nhanh.

h3. Bối cảnh
BR-B1: mọi quyết định chặn phải giải thích được (danh sách rule đã kích hoạt).

h3. Phạm vi công việc
* Bảng bot_decisions lưu điểm + rule kích hoạt
* Form khiếu nại cho khách
* UI Moderator/Ops xem và gỡ chặn

h3. Tiêu chí nghiệm thu (AC)
# Mọi quyết định chặn trả về được danh sách rule đã kích hoạt
# Gỡ chặn ghi audit_log; chỉ Moderator/Ops thao tác được

h3. Phụ thuộc
Cần hoàn thành trước: EVF-102 (Chấm điểm rủi ro + 4 tầng hành động (qua / thử thách / làn chậm / chặn)), EVF-14 (Phân quyền RBAC: Buyer / Organizer / Moderator / Ops)

h3. Tham chiếu
Mã backlog: EVF-104 · BR-B1

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1703,1105,
Task,1706,1700,Quy trình duyệt rule do AI đề xuất,,3,Medium,antibot ai,antibot,Sprint 6,"h3. Bối cảnh
BR-B2: rule do AI đề xuất chỉ có hiệu lực sau khi người duyệt.

h3. Phạm vi công việc
* UI danh sách rule đề xuất kèm bằng chứng cụm
* Duyệt / từ chối / chỉnh ngưỡng
* Lịch sử thay đổi rule

h3. Tiêu chí nghiệm thu (AC)
# Rule chỉ có hiệu lực sau khi người duyệt
# Có lịch sử thay đổi đầy đủ (ai, khi nào, nội dung)

h3. Phụ thuộc
Cần hoàn thành trước: EVF-90 (Phát hiện bất thường: gom cụm thống kê trước, LLM chỉ diễn giải và đề xuất rule)

h3. Tham chiếu
Mã backlog: EVF-105 · BR-B2

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1611,,
Epic,1800,,E9 – Frontend,E9 Frontend,,Highest,frontend,web,,"h3. Mục tiêu
Giao diện Next.js cho Buyer, Organizer và Ops — nhanh, tôn trọng tín hiệu điều tiết từ server và rõ ràng khi hệ thống suy biến.

h3. Phạm vi
* Khung App Router + design system
* Trang sự kiện, phòng chờ, chọn vé, thanh toán
* Panel chat trợ lý
* Console Organizer, War room Ops
* Accessibility + i18n

h3. Tiêu chí hoàn thành epic
# Client luôn tuân thủ poll_after_ms và expires_at của server
# E2E Playwright luồng mua vé xanh trong CI
# axe-core 0 lỗi nghiêm trọng

h3. Rủi ro chính
Client tự poll dày hoặc tự tính giờ sẽ phá cơ chế điều tiết tải và giữ ghế.",,,
Story,1801,1800,Khung Next.js App Router + design system + dark mode,,5,Highest,frontend,web,Sprint 0,"h3. User story
Là lập trình viên frontend, tôi muốn bộ khung và design system thống nhất để xây màn hình nhanh và nhất quán.

h3. Bối cảnh
apps/web phục vụ Buyer, Organizer và Ops; cấu trúc route group theo docs/03 mục 6.

h3. Phạm vi công việc
* Route groups (marketing), (queue), (checkout), (organizer), (ops)
* Design token màu/typography, component ui cơ bản
* Dark mode, client API sinh từ OpenAPI

h3. Tiêu chí nghiệm thu (AC)
# Token màu/typography tập trung một nơi
# Dark mode đồng bộ toàn trang
# Lint + typecheck chạy trong CI

h3. Phụ thuộc
Cần hoàn thành trước: EVF-1 (Khởi tạo monorepo: go.work, pnpm workspace, uv, Makefile)

h3. Hiện trạng mã nguồn
Đã có khung apps/web (layout, page).

h3. Tham chiếu
Mã backlog: EVF-110 · docs/03-cau-truc-src.md mục 6

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1001,,
Story,1802,1800,Trang sự kiện ISR + đồng hồ đếm ngược theo giờ server,,5,Highest,frontend scale,web,Sprint 2,"h3. User story
Là khách, tôi muốn thấy chính xác còn bao lâu tới giờ mở bán.

h3. Bối cảnh
Đồng hồ đồng bộ qua GET /time (cache edge 1s), không dùng giờ máy khách.

h3. Phạm vi công việc
* Trang events/[slug] ISR
* Hook đồng bộ độ lệch giờ với server
* Nút vào phòng chờ kích hoạt đúng T0 (kèm jitter)

h3. Tiêu chí nghiệm thu (AC)
# Lệch giờ máy khách không ảnh hưởng đếm ngược
# Trang đạt Lighthouse performance ≥ 90

h3. Phụ thuộc
Cần hoàn thành trước: EVF-25 (Trang sự kiện công khai render ISR, phục vụ từ CDN), EVF-110 (Khung Next.js App Router + design system + dark mode)

h3. Tham chiếu
Mã backlog: EVF-111

_Hoàn thành khi thoả mọi AC và Definition of Done chung (docs/04-jira-backlog.md)._",1206,1801,
